lat,lon
50.42740260426786,30.59247672557831
50.427249726102346,30.592478939678386
50.42709684793683,30.59248115377846
50.426943969771315,30.592483367878536
50.4267910916058,30.59248558197861
50.426638213440285,30.592487796078686
50.42648533527477,30.59249001017876
50.426332457109254,30.592492224278836
50.42617957894374,30.59249443837891
50.42602670077822,30.592496652478985
50.42587382261271,30.59249886657906
50.42572094444719,30.592501080679135
50.42556806628168,30.59250329477921
50.42541518811616,30.592505508879285
50.42526230995065,30.59250772297936
50.42510943178513,30.592509937079434
50.424956553619616,30.59251215117951
50.4248036754541,30.592514365279584
50.424650797288585,30.59251657937966
50.42449791912307,30.592518793479734
50.424345040957554,30.59252100757981
50.42419216279204,30.592523221679883
50.424039284626524,30.592525435779958
50.42388640646101,30.592527649880033
50.42373352829549,30.592529863980108
50.42358065012998,30.592532078080183
50.42342777196446,30.592534292180257
50.42327489379895,30.592536506280332
50.42312201563343,30.592538720380407
50.422969137467916,30.592540934480482
50.4228162593024,30.592543148580557
50.422663381136886,30.59254536268063
50.42251050297137,30.592547576780706
50.422357624805855,30.59254979088078
50.42220474664034,30.592552004980856
50.422051868474824,30.59255421908093
50.42200690242105,30.592554295734143
50.42196193636728,30.592554372387355
50.42191697031351,30.592554449040566
50.421764086318426,30.592553734460385
50.42161120232334,30.592553019880203
50.421458318328256,30.59255230530002
50.42130543433317,30.59255159071984
50.421152550338086,30.592550876139658
50.420999666343,30.592550161559476
50.420846782347915,30.592549446979294
50.42069389835283,30.592548732399113
50.420541014357745,30.59254801781893
50.42038813036266,30.59254730323875
50.420235246367575,30.592546588658568
50.420082465745644,30.592555439837042
50.41992968512371,30.592564291015517
50.41977690450178,30.59257314219399
50.41962450841462,30.592592309901974
50.41947211232746,30.592611477609957
50.4193197162403,30.59263064531794
50.41916732015314,30.592649813025922
50.4190171995908,30.592695232934574
50.41886707902845,30.592740652843226
50.418716958466106,30.592786072751878
50.41856683790376,30.59283149266053
50.418416717341415,30.59287691256918
50.418269819679224,30.592943400957328
50.418122922017034,30.593009889345474
50.41797602435484,30.59307637773362
50.41783227176964,30.593158059992756
50.41768851918444,30.593239742251892
50.417544766599235,30.59332142451103
50.41740101401403,30.593403106770165
50.41725726142883,30.5934847890293
50.41711350884363,30.593566471288437
50.416969756258425,30.593648153547573
50.41682600367322,30.59372983580671
50.41668225108802,30.593811518065845
50.41653848093538,30.593893122086566
50.41639471078274,30.593974726107287
50.4162509406301,30.59405633012801
50.41610717047746,30.59413793414873
50.41596340032482,30.59421953816945
50.41581963017218,30.594301142190172
50.41567586001954,30.594382746210893
50.4155320898669,30.594464350231615
50.415388910998004,30.59454847347363
50.41524573212911,30.594632596715645
50.41510255326021,30.59471671995766
50.414959374391316,30.594800843199675
50.41481619552242,30.59488496644169
50.41467301665352,30.594969089683705
50.41452983778463,30.59505321292572
50.41438665891573,30.595137336167735
50.414243480046835,30.59522145940975
50.41410104917443,30.595308651760064
50.41395861830202,30.595395844110378
50.41381618742961,30.595483036460692
50.4136737565572,30.595570228811006
50.413531325684794,30.59565742116132
50.413388894812385,30.595744613511634
50.41325677771241,30.595865341334065
50.41312466061244,30.595986069156496
50.412992543512466,30.596106796978926
50.41286042641249,30.596227524801357
50.41272830931252,30.596348252623788
50.41260633854013,30.596492901559206
50.41248436776774,30.596637550494624
50.41236239699535,30.59678219943004
50.41225065938391,30.596945943399774
50.41213892177247,30.597109687369507
50.412027184161026,30.59727343133924
50.411915446549585,30.597437175308972
50.41181169004079,30.59761337504632
50.411707933532,30.597789574783665
50.41160417702321,30.59796577452101
50.411500420514415,30.598141974258358
50.41139666400562,30.598318173995704
50.41129290749683,30.59849437373305
50.41118915098804,30.598670573470397
50.411085394479244,30.598846773207743
50.410981111073895,30.599022202300954
50.410876827668545,30.599197631394166
50.410772544263196,30.599373060487377
50.41066826085785,30.599548489580588
50.4105639774525,30.5997239186738
50.41045969404715,30.59989934776701
50.4103554106418,30.60007477686022
50.41025112723645,30.600250205953433
50.410147926980905,30.600427202680358
50.41004472672536,30.600604199407282
50.409941526469815,30.600781196134207
50.40983832621427,30.600958192861132
50.409735125958726,30.601135189588057
50.40963802982342,30.6013204937295
50.40954093368811,30.601505797870942
50.40944383755281,30.601691102012385
50.40935529766507,30.60188667259508
50.40926675777734,30.602082243177772
50.409178217889604,30.602277813760466
50.40908967800187,30.60247338434316
50.40901896670812,30.60268607418531
50.408948255414366,30.60289876402746
50.408877544120614,30.603111453869612
50.40880683282686,30.603324143711763
50.40873612153311,30.603536833553914
50.40866541023936,30.603749523396065
50.408594698945606,30.603962213238216
50.408523987651854,30.604174903080366
50.4084532763581,30.604387592922517
